Entity,Code,Day,p_proj_all_ages
Kazakhstan,KAZ,2020-06-30,37.61
Kazakhstan,KAZ,2020-07-31,142.05
Kazakhstan,KAZ,2020-08-31,68.72
Kazakhstan,KAZ,2020-09-30,28.85
Kazakhstan,KAZ,2020-10-31,12.41
Kazakhstan,KAZ,2020-11-30,15.51
Kazakhstan,KAZ,2020-12-31,21.73
Kazakhstan,KAZ,2021-01-31,1.44
Kazakhstan,KAZ,2021-02-28,5.58
Kazakhstan,KAZ,2021-03-31,12.58
Kazakhstan,KAZ,2021-04-30,19.43
Kazakhstan,KAZ,2021-05-31,26.61
Kazakhstan,KAZ,2021-06-30,18.47
Kazakhstan,KAZ,2021-07-31,43.11
Kazakhstan,KAZ,2021-08-31,129.66
Kazakhstan,KAZ,2021-09-30,87.76
Kazakhstan,KAZ,2021-10-31,43.66
Kazakhstan,KAZ,2021-11-30,47.52
Kazakhstan,KAZ,2021-12-31,29.12
Kazakhstan,KAZ,2022-01-31,7.58
Kazakhstan,KAZ,2022-02-28,29.91
Kazakhstan,KAZ,2022-03-31,-0.67
Kosovo,OWID_KOS,2020-01-31,1.82
Kosovo,OWID_KOS,2020-02-29,-1.11
Kosovo,OWID_KOS,2020-03-31,-2
Kosovo,OWID_KOS,2020-04-30,-6.64
Kosovo,OWID_KOS,2020-05-31,6.21
Kosovo,OWID_KOS,2020-06-30,14.2
Kosovo,OWID_KOS,2020-07-31,90.54
Kosovo,OWID_KOS,2020-08-31,81.24
Kosovo,OWID_KOS,2020-09-30,20.97
Kosovo,OWID_KOS,2020-10-31,21.24
Kosovo,OWID_KOS,2020-11-30,103.03
Kosovo,OWID_KOS,2020-12-31,87.93
Kosovo,OWID_KOS,2021-01-31,35.28
Kosovo,OWID_KOS,2021-02-28,18.41
Kosovo,OWID_KOS,2021-03-31,52.19
Kosovo,OWID_KOS,2021-04-30,60.99
Kosovo,OWID_KOS,2021-05-31,13.06
Kosovo,OWID_KOS,2021-06-30,2.28
Kosovo,OWID_KOS,2021-07-31,-1.68
Kosovo,OWID_KOS,2021-08-31,52.7
Kosovo,OWID_KOS,2021-09-30,85.66
Kosovo,OWID_KOS,2021-10-31,3.92
Kosovo,OWID_KOS,2021-11-30,-7.41
Kosovo,OWID_KOS,2021-12-31,8.69
Kosovo,OWID_KOS,2022-01-31,-4.16
Kosovo,OWID_KOS,2022-02-28,14.33
Kosovo,OWID_KOS,2022-03-31,-14.97
Kuwait,KWT,2020-01-31,-17.01
Kuwait,KWT,2020-02-29,1.54
Kuwait,KWT,2020-03-31,0.09
Kuwait,KWT,2020-04-30,18.78
Kuwait,KWT,2020-05-31,125.93
Kuwait,KWT,2020-06-30,111.04
Kuwait,KWT,2020-07-31,79.4
Kuwait,KWT,2020-08-31,61.79
Kuwait,KWT,2020-09-30,55.01
Kuwait,KWT,2020-10-31,56.91
Kuwait,KWT,2020-11-30,40.57
Kuwait,KWT,2020-12-31,14.51
Kyrgyzstan,KGZ,2020-01-31,4.02
Kyrgyzstan,KGZ,2020-02-29,14.21
Kyrgyzstan,KGZ,2020-03-31,-11.82
Kyrgyzstan,KGZ,2020-04-30,-52.1
Kyrgyzstan,KGZ,2020-05-31,6.84
Kyrgyzstan,KGZ,2020-06-30,38.69
Kyrgyzstan,KGZ,2020-07-31,42.65
Kyrgyzstan,KGZ,2020-08-31,76.77
Kyrgyzstan,KGZ,2020-09-30,37.36
Kyrgyzstan,KGZ,2020-10-31,25.9
Kyrgyzstan,KGZ,2020-11-30,53.42
Kyrgyzstan,KGZ,2020-12-31,41.21
Kyrgyzstan,KGZ,2021-01-31,1.86
Kyrgyzstan,KGZ,2021-02-28,4.43
Kyrgyzstan,KGZ,2021-03-31,17
Kyrgyzstan,KGZ,2021-04-30,15.98
Kyrgyzstan,KGZ,2021-05-31,6.12
Kyrgyzstan,KGZ,2021-06-30,33.04
Kyrgyzstan,KGZ,2021-07-31,36.66
Kyrgyzstan,KGZ,2021-08-31,49
Kyrgyzstan,KGZ,2021-09-30,34.77
Kyrgyzstan,KGZ,2021-10-31,21.1
Kyrgyzstan,KGZ,2021-11-30,26.24
Kyrgyzstan,KGZ,2021-12-31,20.2
Kyrgyzstan,KGZ,2022-01-31,-8.03
Kyrgyzstan,KGZ,2022-02-28,28.07
Kyrgyzstan,KGZ,2022-03-31,11.43
Latvia,LVA,2020-01-05,-0.33
Latvia,LVA,2020-01-12,-3.49
Latvia,LVA,2020-01-19,-13.91
Latvia,LVA,2020-01-26,-8.66
Latvia,LVA,2020-02-02,-6.45
Latvia,LVA,2020-02-09,-8.09
Latvia,LVA,2020-02-16,-8.98
Latvia,LVA,2020-02-23,-12.08
Latvia,LVA,2020-03-01,-15.94
Latvia,LVA,2020-03-08,-17.35
Latvia,LVA,2020-03-15,-6.41
Latvia,LVA,2020-03-22,-8.51
Latvia,LVA,2020-03-29,-9.68
Latvia,LVA,2020-04-05,-0.8
Latvia,LVA,2020-04-12,-0.25
Latvia,LVA,2020-04-19,-5.65
Latvia,LVA,2020-04-26,2.71
Latvia,LVA,2020-05-03,3.65
Latvia,LVA,2020-05-10,-15.2
Latvia,LVA,2020-05-17,12.07
Latvia,LVA,2020-05-24,4.47
Latvia,LVA,2020-05-31,-2.5
Latvia,LVA,2020-06-07,1.86
Latvia,LVA,2020-06-14,10.43
Latvia,LVA,2020-06-21,-1.57
Latvia,LVA,2020-06-28,13.68
Latvia,LVA,2020-07-05,5.52
Latvia,LVA,2020-07-12,-5.68
Latvia,LVA,2020-07-19,0.46
Latvia,LVA,2020-07-26,0.86
Latvia,LVA,2020-08-02,1.02
Latvia,LVA,2020-08-09,6.41
Latvia,LVA,2020-08-16,7.64
Latvia,LVA,2020-08-23,8.3
Latvia,LVA,2020-08-30,-0.13
Latvia,LVA,2020-09-06,2.56
Latvia,LVA,2020-09-13,-3.02
Latvia,LVA,2020-09-20,-2.21
Latvia,LVA,2020-09-27,2.52
Latvia,LVA,2020-10-04,2.41
Latvia,LVA,2020-10-11,-1.44
Latvia,LVA,2020-10-18,5.05
Latvia,LVA,2020-10-25,11.69
Latvia,LVA,2020-11-01,5.04
Latvia,LVA,2020-11-08,10.54
Latvia,LVA,2020-11-15,9.79
Latvia,LVA,2020-11-22,13.21
Latvia,LVA,2020-11-29,16.52
Latvia,LVA,2020-12-06,23.71
Latvia,LVA,2020-12-13,31.08
Latvia,LVA,2020-12-20,25.34
Latvia,LVA,2020-12-27,42.11
Latvia,LVA,2021-01-03,28.77
Latvia,LVA,2021-01-10,38.9
Latvia,LVA,2021-01-17,34.75
Latvia,LVA,2021-01-24,26.97
Latvia,LVA,2021-01-31,29.71
Latvia,LVA,2021-02-07,27.64
Latvia,LVA,2021-02-14,20.46
Latvia,LVA,2021-02-21,14.02
Latvia,LVA,2021-02-28,7.44
Latvia,LVA,2021-03-07,-4
Latvia,LVA,2021-03-14,-1.15
Latvia,LVA,2021-03-21,7.5
Latvia,LVA,2021-03-28,-2.59
Latvia,LVA,2021-04-04,3.31
Latvia,LVA,2021-04-11,-4.22
Latvia,LVA,2021-04-18,4.06
Latvia,LVA,2021-04-25,9.88
Latvia,LVA,2021-05-02,16.39
Latvia,LVA,2021-05-09,19.51
Latvia,LVA,2021-05-16,22.23
Latvia,LVA,2021-05-23,16.23
Latvia,LVA,2021-05-30,9.25
Latvia,LVA,2021-06-06,8.98
Latvia,LVA,2021-06-13,29.31
Latvia,LVA,2021-06-20,10.14
Latvia,LVA,2021-06-27,36.59
Latvia,LVA,2021-07-04,24.64
Latvia,LVA,2021-07-11,19.81
Latvia,LVA,2021-07-18,26.31
Latvia,LVA,2021-07-25,-2.72
Latvia,LVA,2021-08-01,12.02
Latvia,LVA,2021-08-08,13.26
Latvia,LVA,2021-08-15,5.04
Latvia,LVA,2021-08-22,13.13
Latvia,LVA,2021-08-29,2.67
Latvia,LVA,2021-09-05,12.05
Latvia,LVA,2021-09-12,29.23
Latvia,LVA,2021-09-19,13.05
Latvia,LVA,2021-09-26,24.9
Latvia,LVA,2021-10-03,25.1
Latvia,LVA,2021-10-10,25.24
Latvia,LVA,2021-10-17,50.88
Latvia,LVA,2021-10-24,73.74
Latvia,LVA,2021-10-31,78.57
Latvia,LVA,2021-11-07,72.71
Latvia,LVA,2021-11-14,77.35
Latvia,LVA,2021-11-21,60.05
Latvia,LVA,2021-11-28,35.52
Latvia,LVA,2021-12-05,27.84
Latvia,LVA,2021-12-12,28.53
Latvia,LVA,2021-12-19,20.19
Latvia,LVA,2021-12-26,14.66
Latvia,LVA,2022-01-02,22.35
Latvia,LVA,2022-01-09,13.94
Latvia,LVA,2022-01-16,11.9
Latvia,LVA,2022-01-23,5.15
Latvia,LVA,2022-01-30,-2.31
Latvia,LVA,2022-02-06,12.14
Latvia,LVA,2022-02-13,17.3
Latvia,LVA,2022-02-20,22.03
Latvia,LVA,2022-02-27,9.15
Latvia,LVA,2022-03-06,13.36
Latvia,LVA,2022-03-13,6.95
Latvia,LVA,2022-03-20,18.75
Latvia,LVA,2022-03-27,12.65
Latvia,LVA,2022-04-03,3.88
Latvia,LVA,2022-04-10,5.1
Latvia,LVA,2022-04-17,0.76
Latvia,LVA,2022-04-24,3.68
Latvia,LVA,2022-05-01,4.17
Lebanon,LBN,2020-01-31,13.46
Lebanon,LBN,2020-02-29,8.26
Lebanon,LBN,2020-03-31,-9.4
Lebanon,LBN,2020-04-30,-11.9
Lebanon,LBN,2020-05-31,2.69
Lebanon,LBN,2020-06-30,-5.39
Lebanon,LBN,2020-07-31,1.46
Lebanon,LBN,2020-08-31,13.54
Lebanon,LBN,2020-09-30,26.62
Lebanon,LBN,2020-10-31,28.62
Lebanon,LBN,2020-11-30,42.29
Lebanon,LBN,2020-12-31,52.27
Lebanon,LBN,2021-01-31,78.94
Lebanon,LBN,2021-02-28,83.09
Lebanon,LBN,2021-03-31,86.62
Lebanon,LBN,2021-04-30,72.11
Lebanon,LBN,2021-05-31,16.97
Lebanon,LBN,2021-06-30,5.52
Lebanon,LBN,2021-07-31,15.11
Lebanon,LBN,2021-08-31,39.87
Lebanon,LBN,2021-09-30,44.04
Lebanon,LBN,2021-10-31,10.42
Lebanon,LBN,2021-11-30,35.57
Lebanon,LBN,2021-12-31,57.47
Liechtenstein,LIE,2020-01-31,-25.78
Liechtenstein,LIE,2020-02-29,44.23
Liechtenstein,LIE,2020-03-31,-17.86
Liechtenstein,LIE,2020-04-30,5.77
Liechtenstein,LIE,2020-05-31,10.53
Liechtenstein,LIE,2020-06-30,-10
Liechtenstein,LIE,2020-07-31,-14.41
Liechtenstein,LIE,2020-08-31,-0.86
Liechtenstein,LIE,2020-09-30,40.19
Liechtenstein,LIE,2020-10-31,0
Liechtenstein,LIE,2020-11-30,72.57
Liechtenstein,LIE,2020-12-31,132.14
Liechtenstein,LIE,2021-01-31,20.16
Liechtenstein,LIE,2021-02-28,9.52
Liechtenstein,LIE,2021-03-31,-43.26
Liechtenstein,LIE,2021-04-30,38.1
Liechtenstein,LIE,2021-05-31,25
Liechtenstein,LIE,2021-06-30,-45.54
Liechtenstein,LIE,2021-07-31,16.07
Liechtenstein,LIE,2021-08-31,-14.53
Liechtenstein,LIE,2021-09-30,-16.67
Liechtenstein,LIE,2021-10-31,-13.79
Liechtenstein,LIE,2021-11-30,9.65
Liechtenstein,LIE,2021-12-31,10.62
Lithuania,LTU,2020-01-05,-0.38
Lithuania,LTU,2020-01-12,-2.75
Lithuania,LTU,2020-01-19,-9.76
Lithuania,LTU,2020-01-26,-8.95
Lithuania,LTU,2020-02-02,-11.77
Lithuania,LTU,2020-02-09,-10.3
Lithuania,LTU,2020-02-16,-2.33
Lithuania,LTU,2020-02-23,-16.66
Lithuania,LTU,2020-03-01,-1.19
Lithuania,LTU,2020-03-08,-2.58
Lithuania,LTU,2020-03-15,0.19
Lithuania,LTU,2020-03-22,6.28
Lithuania,LTU,2020-03-29,10.49
Lithuania,LTU,2020-04-05,3.65
Lithuania,LTU,2020-04-12,8.35
Lithuania,LTU,2020-04-19,6.33
Lithuania,LTU,2020-04-26,9.88
Lithuania,LTU,2020-05-03,9.68
Lithuania,LTU,2020-05-10,0.29
Lithuania,LTU,2020-05-17,6.49
Lithuania,LTU,2020-05-24,-1.85
Lithuania,LTU,2020-05-31,6.05
Lithuania,LTU,2020-06-07,5.89
Lithuania,LTU,2020-06-14,23.55
Lithuania,LTU,2020-06-21,14.65
Lithuania,LTU,2020-06-28,19.07
Lithuania,LTU,2020-07-05,6.21
Lithuania,LTU,2020-07-12,7.48
Lithuania,LTU,2020-07-19,16.34
Lithuania,LTU,2020-07-26,9.54
Lithuania,LTU,2020-08-02,11.49
Lithuania,LTU,2020-08-09,8.18
Lithuania,LTU,2020-08-16,14.86
Lithuania,LTU,2020-08-23,21.25
Lithuania,LTU,2020-08-30,10.4
Lithuania,LTU,2020-09-06,7.05
Lithuania,LTU,2020-09-13,20.44
Lithuania,LTU,2020-09-20,11.32
Lithuania,LTU,2020-09-27,17.28
Lithuania,LTU,2020-10-04,8
Lithuania,LTU,2020-10-11,14.02
Lithuania,LTU,2020-10-18,14.54
Lithuania,LTU,2020-10-25,16.76
Lithuania,LTU,2020-11-01,20.98
Lithuania,LTU,2020-11-08,26.75
Lithuania,LTU,2020-11-15,36.02
Lithuania,LTU,2020-11-22,57.34
Lithuania,LTU,2020-11-29,58
Lithuania,LTU,2020-12-06,71.35
Lithuania,LTU,2020-12-13,75.06
Lithuania,LTU,2020-12-20,86.61
Lithuania,LTU,2020-12-27,80.12
Lithuania,LTU,2021-01-03,73.4
Lithuania,LTU,2021-01-10,47.54
Lithuania,LTU,2021-01-17,44.99
Lithuania,LTU,2021-01-24,26.39
Lithuania,LTU,2021-01-31,27.82
Lithuania,LTU,2021-02-07,13.6
Lithuania,LTU,2021-02-14,17.63
Lithuania,LTU,2021-02-21,12.89
Lithuania,LTU,2021-02-28,-7
Lithuania,LTU,2021-03-07,6.53
Lithuania,LTU,2021-03-14,14.86
Lithuania,LTU,2021-03-21,7.74
Lithuania,LTU,2021-03-28,11.01
Lithuania,LTU,2021-04-04,5.33
Lithuania,LTU,2021-04-11,20.68
Lithuania,LTU,2021-04-18,15.02
Lithuania,LTU,2021-04-25,19.09
Lithuania,LTU,2021-05-02,15.83
Lithuania,LTU,2021-05-09,27.43
Lithuania,LTU,2021-05-16,22.19
Lithuania,LTU,2021-05-23,22.86
Lithuania,LTU,2021-05-30,13.26
Lithuania,LTU,2021-06-06,18.72
Lithuania,LTU,2021-06-13,18.71
Lithuania,LTU,2021-06-20,23.51
Lithuania,LTU,2021-06-27,40.67
Lithuania,LTU,2021-07-04,2.54
Lithuania,LTU,2021-07-11,28.81
Lithuania,LTU,2021-07-18,34.62
Lithuania,LTU,2021-07-25,7.07
Lithuania,LTU,2021-08-01,9.02
Lithuania,LTU,2021-08-08,12.41
Lithuania,LTU,2021-08-15,17.84
Lithuania,LTU,2021-08-22,26.12
Lithuania,LTU,2021-08-29,26.69
Lithuania,LTU,2021-09-05,19.6
Lithuania,LTU,2021-09-12,39.06
Lithuania,LTU,2021-09-19,48.14
Lithuania,LTU,2021-09-26,52.45
Lithuania,LTU,2021-10-03,53.87
Lithuania,LTU,2021-10-10,47.72
Lithuania,LTU,2021-10-17,59.11
Lithuania,LTU,2021-10-24,44.98
Lithuania,LTU,2021-10-31,55.01
Lithuania,LTU,2021-11-07,50.34
Lithuania,LTU,2021-11-14,51.06
Lithuania,LTU,2021-11-21,41.54
Lithuania,LTU,2021-11-28,43.88
Lithuania,LTU,2021-12-05,38.94
Lithuania,LTU,2021-12-12,36.31
Lithuania,LTU,2021-12-19,45.69
Lithuania,LTU,2021-12-26,48.32
Lithuania,LTU,2022-01-02,17.34
Lithuania,LTU,2022-01-09,22.06
Lithuania,LTU,2022-01-16,18.54
Lithuania,LTU,2022-01-23,15.69
Lithuania,LTU,2022-01-30,10.3
Lithuania,LTU,2022-02-06,6.52
Lithuania,LTU,2022-02-13,26.37
Lithuania,LTU,2022-02-20,23.18
Lithuania,LTU,2022-02-27,16
Lithuania,LTU,2022-03-06,13.53
Lithuania,LTU,2022-03-13,17.78
Lithuania,LTU,2022-03-20,20.47
Lithuania,LTU,2022-03-27,22.41
Lithuania,LTU,2022-04-03,18.88
Lithuania,LTU,2022-04-10,13.72
Lithuania,LTU,2022-04-17,11.68
Lithuania,LTU,2022-04-24,25.32
Luxembourg,LUX,2020-01-05,-33.05
Luxembourg,LUX,2020-01-12,-15.34
Luxembourg,LUX,2020-01-19,-1.29
Luxembourg,LUX,2020-01-26,-9.47
Luxembourg,LUX,2020-02-02,-13.59
Luxembourg,LUX,2020-02-09,-12.45
Luxembourg,LUX,2020-02-16,-32.04
Luxembourg,LUX,2020-02-23,-11.64
Luxembourg,LUX,2020-03-01,-20.77
Luxembourg,LUX,2020-03-08,-14.66
Luxembourg,LUX,2020-03-15,-0.46
Luxembourg,LUX,2020-03-22,-5.23
Luxembourg,LUX,2020-03-29,22.83
Luxembourg,LUX,2020-04-05,1.79
Luxembourg,LUX,2020-04-12,49.87
Luxembourg,LUX,2020-04-19,3.77
Luxembourg,LUX,2020-04-26,3.75
Luxembourg,LUX,2020-05-03,-11.08
Luxembourg,LUX,2020-05-10,14.17
Luxembourg,LUX,2020-05-17,3.63
Luxembourg,LUX,2020-05-24,-6.33
Luxembourg,LUX,2020-05-31,2.67
Luxembourg,LUX,2020-06-07,-8.29
Luxembourg,LUX,2020-06-14,-12.94
Luxembourg,LUX,2020-06-21,7.73
Luxembourg,LUX,2020-06-28,-10.19
Luxembourg,LUX,2020-07-05,-13.58
Luxembourg,LUX,2020-07-12,-15.31
Luxembourg,LUX,2020-07-19,-6.41
Luxembourg,LUX,2020-07-26,-11.91
Luxembourg,LUX,2020-08-02,12.62
Luxembourg,LUX,2020-08-09,15.67
Luxembourg,LUX,2020-08-16,24.06
Luxembourg,LUX,2020-08-23,-1.37
Luxembourg,LUX,2020-08-30,-25.43
Luxembourg,LUX,2020-09-06,5.13
Luxembourg,LUX,2020-09-13,-8.29
Luxembourg,LUX,2020-09-20,18.85
Luxembourg,LUX,2020-09-27,-13.39
Luxembourg,LUX,2020-10-04,-1.2
Luxembourg,LUX,2020-10-11,-23.84
Luxembourg,LUX,2020-10-18,7.94
Luxembourg,LUX,2020-10-25,15.96
Luxembourg,LUX,2020-11-01,7.69
Luxembourg,LUX,2020-11-08,27.25
Luxembourg,LUX,2020-11-15,37.65
Luxembourg,LUX,2020-11-22,38.77
Luxembourg,LUX,2020-11-29,67.5
Luxembourg,LUX,2020-12-06,30.33
Luxembourg,LUX,2020-12-13,42.21
Luxembourg,LUX,2020-12-20,17.19
Luxembourg,LUX,2020-12-27,30
Luxembourg,LUX,2021-01-03,7.78
Luxembourg,LUX,2021-01-10,7.94
Luxembourg,LUX,2021-01-17,-8.11
Luxembourg,LUX,2021-01-24,-6.41
Luxembourg,LUX,2021-01-31,12.49
Luxembourg,LUX,2021-02-07,-11.34
Luxembourg,LUX,2021-02-14,-15
Luxembourg,LUX,2021-02-21,-12.3
Luxembourg,LUX,2021-02-28,-11.31
Luxembourg,LUX,2021-03-07,-9.76
Luxembourg,LUX,2021-03-14,3.92
Luxembourg,LUX,2021-03-21,29.9
Luxembourg,LUX,2021-03-28,-16.76
Luxembourg,LUX,2021-04-04,-18
Luxembourg,LUX,2021-04-11,-2.52
Luxembourg,LUX,2021-04-18,-7.94
Luxembourg,LUX,2021-04-25,-5.42
Luxembourg,LUX,2021-05-02,13.55
Luxembourg,LUX,2021-05-09,-0.63
Luxembourg,LUX,2021-05-16,-19.33
Luxembourg,LUX,2021-05-23,7.46
Luxembourg,LUX,2021-05-30,-19.14
Luxembourg,LUX,2021-06-06,-16.78
Luxembourg,LUX,2021-06-13,-1.84
Luxembourg,LUX,2021-06-20,3.28
Luxembourg,LUX,2021-06-27,-7.13
Luxembourg,LUX,2021-07-04,13.73
Luxembourg,LUX,2021-07-11,-5.91
Luxembourg,LUX,2021-07-18,-3.52
Luxembourg,LUX,2021-07-25,-16.15
Luxembourg,LUX,2021-08-01,-22.42
Luxembourg,LUX,2021-08-08,-9.31
Luxembourg,LUX,2021-08-15,-8.87
Luxembourg,LUX,2021-08-22,-22.89
Luxembourg,LUX,2021-08-29,-3.87
Luxembourg,LUX,2021-09-05,0.36
Luxembourg,LUX,2021-09-12,9.92
Luxembourg,LUX,2021-09-19,-11.66
Luxembourg,LUX,2021-09-26,-8.12
Luxembourg,LUX,2021-10-03,1.69
Luxembourg,LUX,2021-10-10,11.9
Luxembourg,LUX,2021-10-17,-27.57
Luxembourg,LUX,2021-10-24,-4.24
Luxembourg,LUX,2021-10-31,37.64
Luxembourg,LUX,2021-11-07,9.8
Luxembourg,LUX,2021-11-14,11.36
Luxembourg,LUX,2021-11-21,2.42
Luxembourg,LUX,2021-11-28,7.87
Luxembourg,LUX,2021-12-05,28.21
Luxembourg,LUX,2021-12-12,4.29
Luxembourg,LUX,2021-12-19,-1.66
Luxembourg,LUX,2021-12-26,19.13
Luxembourg,LUX,2022-01-02,7.73
Luxembourg,LUX,2022-01-09,1.55
Luxembourg,LUX,2022-01-16,-14.67
Luxembourg,LUX,2022-01-23,-13.49
Luxembourg,LUX,2022-01-30,-4.95
Luxembourg,LUX,2022-02-06,-10.2
Luxembourg,LUX,2022-02-13,-10.03
Luxembourg,LUX,2022-02-20,-9.26
Luxembourg,LUX,2022-02-27,8.89
Luxembourg,LUX,2022-03-06,-5.45
Luxembourg,LUX,2022-03-13,-19.43
Luxembourg,LUX,2022-03-20,-8
Luxembourg,LUX,2022-03-27,-13.27
Luxembourg,LUX,2022-04-03,-7.19
Macao,MAC,2020-01-31,-2.43
Macao,MAC,2020-02-29,7.22
Macao,MAC,2020-03-31,-7.33
Macao,MAC,2020-04-30,10.53
Macao,MAC,2020-05-31,-6.36
Macao,MAC,2020-06-30,5.58
Macao,MAC,2020-07-31,4.59
Macao,MAC,2020-08-31,14.57
Macao,MAC,2020-09-30,15.87
Macao,MAC,2020-10-31,10.44
Macao,MAC,2020-11-30,13.34
Macao,MAC,2020-12-31,-5.57
Macao,MAC,2021-01-31,3.97
Macao,MAC,2021-02-28,12.01
Macao,MAC,2021-03-31,5.56
Macao,MAC,2021-04-30,10.72
Macao,MAC,2021-05-31,3.96
Macao,MAC,2021-06-30,16.52
Macao,MAC,2021-07-31,0.74
Macao,MAC,2021-08-31,13.11
Macao,MAC,2021-09-30,13.59
Macao,MAC,2021-10-31,19.15
Macao,MAC,2021-11-30,8.19
Macao,MAC,2021-12-31,16.02
Macao,MAC,2022-01-31,1.59
Macao,MAC,2022-02-28,9.87
Macao,MAC,2022-03-31,23.86
Malaysia,MYS,2020-01-31,3.76
Malaysia,MYS,2020-02-29,-3.52
Malaysia,MYS,2020-03-31,-5.89
Malaysia,MYS,2020-04-30,-11.86
Malaysia,MYS,2020-05-31,-8.78
Malaysia,MYS,2020-06-30,-10.43
Malaysia,MYS,2020-07-31,-11.44
Malaysia,MYS,2020-08-31,-7.15
Malaysia,MYS,2020-09-30,-7.13
Malaysia,MYS,2020-10-31,-6.35
Malaysia,MYS,2020-11-30,-12.53
Malaysia,MYS,2020-12-31,-9.48
Malaysia,MYS,2021-01-31,-2.75
Malaysia,MYS,2021-02-28,-8.22
Malaysia,MYS,2021-03-31,-8.31
Malaysia,MYS,2021-04-30,-5.48
Malaysia,MYS,2021-05-31,-2.82
Malaysia,MYS,2021-06-30,-2.94
Malaysia,MYS,2021-07-31,42.29
Malaysia,MYS,2021-08-31,55.52
Malaysia,MYS,2021-09-30,30.64
Maldives,MDV,2020-01-31,11
Maldives,MDV,2020-02-29,2.45
Maldives,MDV,2020-03-31,-3.45
Maldives,MDV,2020-04-30,-5.7
Maldives,MDV,2020-05-31,17.58
Maldives,MDV,2020-06-30,4.72
Maldives,MDV,2020-07-31,32.03
Maldives,MDV,2020-08-31,46.42
Maldives,MDV,2020-09-30,32.23
Maldives,MDV,2020-10-31,14.32
Maldives,MDV,2020-11-30,27.17
Maldives,MDV,2020-12-31,3.78
Malta,MLT,2020-01-05,-8.1
Malta,MLT,2020-01-12,4.26
Malta,MLT,2020-01-19,3.08
Malta,MLT,2020-01-26,-4.76
Malta,MLT,2020-02-02,-15.38
Malta,MLT,2020-02-09,-2.39
Malta,MLT,2020-02-16,-17.24
Malta,MLT,2020-02-23,-21.67
Malta,MLT,2020-03-01,-21.48
Malta,MLT,2020-03-08,-16.86
Malta,MLT,2020-03-15,15.68
Malta,MLT,2020-03-22,28.08
Malta,MLT,2020-03-29,10.19
Malta,MLT,2020-04-05,-2.34
Malta,MLT,2020-04-12,7.54
Malta,MLT,2020-04-19,29.17
Malta,MLT,2020-04-26,-14.89
Malta,MLT,2020-05-03,3.93
Malta,MLT,2020-05-10,1.14
Malta,MLT,2020-05-17,8.56
Malta,MLT,2020-05-24,-21.45
Malta,MLT,2020-05-31,-5.1
Malta,MLT,2020-06-07,3.5
Malta,MLT,2020-06-14,-17.63
Malta,MLT,2020-06-21,0.33
Malta,MLT,2020-06-28,-26.33
Malta,MLT,2020-07-05,7.14
Malta,MLT,2020-07-12,-4.91
Malta,MLT,2020-07-19,8.11
Malta,MLT,2020-07-26,-7.74
Malta,MLT,2020-08-02,-5.88
Malta,MLT,2020-08-09,-7.35
Malta,MLT,2020-08-16,-7.94
Malta,MLT,2020-08-23,32.35
Malta,MLT,2020-08-30,12.31
Malta,MLT,2020-09-06,6.29
Malta,MLT,2020-09-13,-2.44
Malta,MLT,2020-09-20,7.14
Malta,MLT,2020-09-27,32.89
Malta,MLT,2020-10-04,36.36
Malta,MLT,2020-10-11,7.9
Malta,MLT,2020-10-18,-9.62
Malta,MLT,2020-10-25,2.76
Malta,MLT,2020-11-01,36.09
Malta,MLT,2020-11-08,32.91
Malta,MLT,2020-11-15,31.58
Malta,MLT,2020-11-22,28.24
Malta,MLT,2020-11-29,26.02
Malta,MLT,2020-12-06,45.21
Malta,MLT,2020-12-13,36
Malta,MLT,2020-12-20,45.72
Malta,MLT,2020-12-27,25
Malta,MLT,2021-01-03,-1.32
Malta,MLT,2021-01-10,-9.62
Malta,MLT,2021-01-17,-7.59
Malta,MLT,2021-01-24,10.9
Malta,MLT,2021-01-31,-1.17
Malta,MLT,2021-02-07,-5.07
Malta,MLT,2021-02-14,-2.02
Malta,MLT,2021-02-21,22.89
Malta,MLT,2021-02-28,12.75
Malta,MLT,2021-03-07,22.31
Malta,MLT,2021-03-14,22.24
Malta,MLT,2021-03-21,18.24
Malta,MLT,2021-03-28,3.74
Malta,MLT,2021-04-04,4.98
Malta,MLT,2021-04-11,-15.92
Malta,MLT,2021-04-18,-5.87
Malta,MLT,2021-04-25,-13.16
Malta,MLT,2021-05-02,-12.59
Malta,MLT,2021-05-09,-3.98
Malta,MLT,2021-05-16,7.09
Malta,MLT,2021-05-23,11.77
Malta,MLT,2021-05-30,13.4
Malta,MLT,2021-06-06,-26.69
Malta,MLT,2021-06-13,-11.63
Malta,MLT,2021-06-20,-4.09
Malta,MLT,2021-06-27,-10.4
Malta,MLT,2021-07-04,40.46
Malta,MLT,2021-07-11,-0.15
Malta,MLT,2021-07-18,13.6
Malta,MLT,2021-07-25,3.45
Malta,MLT,2021-08-01,-10.01
Malta,MLT,2021-08-08,29.12
Malta,MLT,2021-08-15,31.99
Malta,MLT,2021-08-22,-16.54
Malta,MLT,2021-08-29,20.83
Malta,MLT,2021-09-05,3.45
Malta,MLT,2021-09-12,5.11
Malta,MLT,2021-09-19,8.47
Malta,MLT,2021-09-26,-17.36
Malta,MLT,2021-10-03,35.7
Malta,MLT,2021-10-10,4.27
Malta,MLT,2021-10-17,-20
Malta,MLT,2021-10-24,23.76
Malta,MLT,2021-10-31,-14.8
